ANOMES;IDENTIFICACION;NOMBRE;COL03;VIAJES;VIAJESFLOTAPROPIA;VALORPACTADO;TONELADAS;GALONES;COL09;COL10
202401 a 202412;9009942550;SUMINISTROS DE AGUAS DEL MAGDALENA S.A.S; ;810;0;     1,507,966,000;4,633;         2,699,000; ; 
202401 a 202412;9003998010;H&M SERVICIOS Y TRANSPORTES DE LA ORINOQUIA SAS; ;810;414;     1,052,772,974;2,212;168,49; ; 
202401 a 202412;8050274849;TRANSPORTES GUIVAL E.U.; ;810;171;       541,670,000;3,479;0; ; 
202401 a 202412;9004278620;MENPORT S.A.; ;808;0;     3,522,420,954;26,759;0; ; 
202401 a 202412;9003951878;TRANSPORTES NACIONAL DE CARGA VELGAM S.A.S. ; ;801;0;     2,305,232,735;25,893;0; ; 
202401 a 202412;8907005985;COOPERATIVA DE TRANSPORTADORES DEL SUR DEL TOLIMA LTDA; ;801;0;       460,376,600;726;4,2; ; 
202401 a 202412;9004401136;COLOMBIANA DE TRANSPORTES Y DISTRIBUCIONES S.A.S.; ;799;0;       762,260,933;0;         2,923,260; ; 
202401 a 202412;8305101459;SERVIAMBIENTAL S.A.  E.S.P; ;798;0;     1,602,981,250;2,381;         1,492,534; ; 
202401 a 202412;9005360471;ByS TRANSPORTES SAS; ;797;254;     1,321,172,350;8,723;0; ; 
202401 a 202412;9010553443;GLOBAL SATELITE LOGISTICA INGENIERIA Y TRANSPORTES SAS; ;796;0;     1,107,392,122;5,329;0; ; 
202401 a 202412;9004275221;TRANSPORTES INTEGRALES Y EFICIENTES DE COLOMBIA SAS; ;793;0;     1,730,528,189;22,042;0; ; 
202401 a 202412;9003822468;ECOMMERCE LOGISTIC S.A.S.; ;792;0;       445,965,000;4;0; ; 
202401 a 202412;9008393818;LOGISTICA Y TRANSPORTES SOTO MONTOYA S.A.S.; ;791;248;       750,381,880;6,559;2; ; 
202401 a 202412;9010782777;TRANSPORTES VOLMOT S.A.S; ;788;64;     2,329,969,755;2,824;0; ; 
202401 a 202412;9013328671;TCS LOGISTICARGO S.A.S; ;787;0;       553,132,433;1,699;0; ; 
202401 a 202412;8911027238;MECANICOS ASOCIADOS S.A.S; ;787;602;        63,500,000;12,423;0; ; 
202401 a 202412;9003908761;TRANSPORTE GONZALEZ & OCHOA S.A.S.; ;784;230;     1,256,715,662;3,917;0; ; 
202401 a 202412;9014588910;TRANSPORTE DE CARGA LOGISTICA Y MUDANZAS FONSECA S.A.S.; ;778;82;       686,047,000;5,208;0; ; 
202401 a 202412;9004682143;TRANSPORTES E INVERSIONES JOANKA S.A.S; ;777;0;       767,960,200;6,637;167,884; ; 
202401 a 202412;9010799485;TRICOR EQUIPOS S.A.S; ;776;0;     1,736,464,714;52;         5,813,080; ; 
202401 a 202412;9008594915;TRANSPORTE NACIONAL DE CARGA ESPECIALIZADA S.A.S; ;775;120;     4,820,649,794;0;         7,320,431; ; 
202401 a 202412;9016399084;INVERSIONES MT LA ZONA S.A.S. IMT LA ZONA S.A.S; ;774;284;     2,090,007,086;27,766;0; ; 
202401 a 202412;9010877103;COMERCIALIZADORA Y SUMINISTROS L&L SAS; ;773;556;       130,952,843;5,681;0; ; 
202401 a 202412;9011896966;INTEGRAL TOTAL DE TRANSPORTES ITT LOGISTICS S.A.S; ;767;0;       211,738,000;12,596;0; ; 
202401 a 202412;9015521875;TRANSPORTE REFRIGERADO AR S.A.S; ;766;0;     1,761,579,000;7,216;0; ; 
202401 a 202412;9009368695;SERVICARGA BOGOTÃ S.A.S.; ;764;124;       653,642,400;1,643;0; ; 
202401 a 202412;8905017931;TRANSPORTES VILLA DEL ROSARIO S.A.; ;764;0;     1,094,085,000;2,824;0; ; 
202401 a 202412;8000820241;ASOCIACION INTERNACIONAL DE CARGA; ;764;0;       487,115,331;3,528;0; ; 
202401 a 202412;8909014919;FLOTA NORDESTE S.A.S; ;763;0;       978,423,199;3,572;0; ; 
202401 a 202412;8916000434;TRANSPORTES PROGRESO DEL CHOCO LTDA; ;758;0;     1,056,160,000;3,037;800; ; 
202401 a 202412;9011016359;JOMEL TRANSPORTES S.A.S.; ;757;0;       670,384,540;10,889;0; ; 
202401 a 202412;9014055696;TRANSPORTES Y SERVICIOS CHECO S.A.S; ;755;0;     1,319,765,013;9,966;0; ; 
202401 a 202412;9002108137;SERVICE CARGO TRANSPORTES S.A.S; ;755;0;       662,630,000;2,308;0; ; 
202401 a 202412;9012708452;TRANSFONCARGA S.A.S; ;752;0;     1,172,180,000;26,187;0; ; 
202401 a 202412;8110330312;TRANSPORTES CARRETERAS COLOMBIANAS S.A.; ;751;0;       841,396,500;7,499;0; ; 
202401 a 202412;8905005719;COOPERATIVA AGROPECUARIA DEL NORTE DE SANTANDER LTDA.; ;750;0;     3,716,542,485;22,795;17; ; 
202401 a 202412;9003862119;R Y G TRANSPORTE S.A.S.; ;750;632;       113,423,123;14,68;0; ; 
202401 a 202412;9015322387;COMERCIALIZADORA INTEGRAL DE CARGA S.A.S. ; ;749;0;       438,858,341;3,879;0; ; 
202401 a 202412;8301085480;PRAKXON LOGISTICA COLOMBIA S.A.S.; ;749;0;     1,144,891,139;5,12;0; ; 
202401 a 202412;9016417188;TRANSPORTES PAYARA S.A.S.; ;743;0;     3,164,929,150;20,805;0; ; 
202401 a 202412;9001633940;CARGO GROUP S.A.S.; ;741;0;       797,077,220;2,663;1,129; ; 
202401 a 202412;9015080627;TRANSPORTES NISSI S.A.S; ;740;0;       749,395,000;2,135;0; ; 
202401 a 202412;9015114795;SOLUCIONES EN IMPORTACIONES EXPORTACIONES Y TRANSPORTE - SIETTRA S.A.S.; ;739;0;     1,108,914,170;8,761;0; ; 
202401 a 202412;9009250280;FRIOCARGA SAS; ;733;663;       175,064,926;7,78;0; ; 
202401 a 202412;9005821332;TRANSPORTES LOGISTICO MG S.A.S.; ;732;0;       701,647,272;6,387;0; ; 
202401 a 202412;9005756721;NAVIISA S.A.S.; ;729;0;     1,771,434,251;17,157;0; ; 
202401 a 202412;9009640327;ZATRANS SAS ; ;727;0;     2,341,162,283;20,182;0; ; 
202401 a 202412;9015120511;EMPRESA DE TRANSPORTE DE CARGA FRONTERAS ESPECIALES SAS.; ;724;32;     1,636,115,679;10,777;0; ; 
202401 a 202412;9005416718;TRANSPOROTES SANCAGUA S.A.S.; ;722;0;     1,053,870,917;6,784;0; ; 
202401 a 202412;9010010859;FC CARGA S.A.S.; ;720;0;     1,191,320,000;8,285;0; ; 
202401 a 202412;8040141307;TRANSCARNES S.A.S; ;718;350;       427,222,000;3,238;0; ; 
202401 a 202412;9015483923;TRANSPORTADORA INTEGRAL DE COLOMBIA - TRAINCO S.A.S; ;718;0;       645,649,994;1,726;0; ; 
202401 a 202412;9013957831;LOGISTICA Y TRANSPORTES TBS S.A.S.; ;718;0;     1,193,455,845;8,782;0; ; 
202401 a 202412;8000336730;TRANINTER LANCEROS S.A.S - TRAN LANCEROS  ; ;716;132;       469,102,500;1,197;0; ; 
202401 a 202412;8320002171;MOVIMIENTOS PETROLEROS DEL CASANARE LTDA.; ;715;0;     3,357,330,000;24,267;0; ; 
202401 a 202412;8110130822;RENTAFRIO S.A.; ;715;409;       344,310,123;3,096;0; ; 
202401 a 202412;8301229847;TRANSPORTE COMERCIAL LA ESTRELLA LTDA; ;715;118;     2,068,748,866;18,741;0; ; 
202401 a 202412;9013238231;MAPE LOGISTIC S.A.S; ;714;0;     1,104,869,894;3,938;0; ; 
202401 a 202412;8020153300;CENTRO LOGISTICO COLTRACARGA LTDA; ;710;0;       969,258,480;4,561;0; ; 
202401 a 202412;9008456247;LOGISTICA Y TRANSPORTE ANC S.A.S; ;708;0;     1,724,590,000;7,401;0; ; 
202401 a 202412;9007583834;L&R TRANSPORTES SAS; ;708;0;     2,333,670,000;8,919;0; ; 
202401 a 202412;9014823895;TRANSCARGA DE COLOMBIA SAS; ;707;0;     2,278,945,050;15,231;0; ; 
202401 a 202412;9009303278;INDUTRADE CARGO S.A.S.; ;707;0;     2,886,336,500;20,427;810; ; 
202401 a 202412;9002212070;ASOMINERALES CABUYARO SAS; ;705;2;       707,934,069;5,706;0; ; 
202401 a 202412;8001372316;TRANSPORTES VELASQUEZ LTDA; ;705;611;        96,260,000;10,532;0; ; 
202401 a 202412;8300706364;TRONCALES DE COLOMBIA S.A.S.; ;702;128;     2,949,720,000;12,719;0; ; 
202401 a 202412;9004758220;ENVIOS & CARGA INTERNACIONAL S.A.S.; ;700;0;       531,113,920;9,8;0; ; 
202401 a 202412;8301112566;INVERSIONES AL FUTURO DEL TRANSPORTE S.A.; ;695;0;     1,528,998,000;17,302;0; ; 
202401 a 202412;8300724152;TRANSPORTES ESPECIALES LEONARDO GAMBOA LTDA.; ;694;240;     1,705,150,000;8,63;0; ; 
202401 a 202412;9013054563;ROMATRANS CARGA S.A.S; ;694;0;       745,693,060;1,764;0; ; 
202401 a 202412;9014357200;TRANSPORTE TERRITORIAL DE COLOMBIS S.A.S. - TRANSCOLT S.A.S, ; ;691;0;       962,350,000;66;         6,860,000; ; 
202401 a 202412;9004910680;CAPITAL CARGO COLOMBIA S.A.S.; ;689;44;     1,057,189,425;3,189;0; ; 
202401 a 202412;9011339952;TRANSPORTES CONGELADOS DEL CARIBE S.A.S ; ;689;0;       649,617,200;3,059;0; ; 
202401 a 202412;9007538896;TRANSPORTES INTEGRALES PETROLEROS S.A.S; ;689;104;     1,712,873,000;4,044;0; ; 
202401 a 202412;9006739679;GVT S.A.S.; ;688;227;     1,872,985,845;22,276;0; ; 
202401 a 202412;9000714651;TRANSPORTES TECNICOS PESADOS SAS ; ;688;530;       259,154,600;5,419;0; ; 
202401 a 202412;9009863469;D&D TRANSPORTES & SERVICIOS S.A.S.; ;688;11;     2,435,551,300;6,241;0; ; 
202401 a 202412;9007317926;SERVITRANSPORTES & LOGISTICA DE COLOMBIA S.A.S; ;684;0;       571,800,000;1,355;0; ; 
202401 a 202412;9003982941;LOGÃSTICA 3D S.A.S.; ;679;0;     1,212,942,380;4,862;0; ; 
202401 a 202412;9005244877;TRANSPORTADORA LOGISTICA JP S.A.S.; ;677;664;         6,390,000;1,629;0; ; 
202401 a 202412;9013993496;REFRYCAM EJE CAFETERO S.A.S.; ;676;0;     1,068,237,600;1,683;0; ; 
202401 a 202412;9010106974;MISION LOGISTICA DE TRANSPORTE S.A.S; ;676;0;     1,427,009,000;6,582;0; ; 
202401 a 202412;9005380194;ACERCAR COLOMBIA S.A.S; ;674;0;     2,178,695,000;10,201;0; ; 
202401 a 202412;9004056225;TRANSPORTE y LOGISTICA JRP S.A.S.; ;673;234;       479,585,009;1,647;0; ; 
202401 a 202412;9002227187;INVERSIONES H.F.D. S.A.S.; ;672;0;       641,561,177;5,824;         1,779,100; ; 
202401 a 202412;9000977625;COMPAÃ‘IA DE TRANSPORTE DE CARGA MOVICARGO LTDA; ;671;0;     3,099,825,000;12,889;0; ; 
202401 a 202412;8904017617;TRANSLIDHERS LTDA.; ;671;0;     1,305,691,031;9,093;0; ; 
202401 a 202412;8604046075;ASESORIAS TECNICAS DE TRANSPORTE SAS; ;669;0;     1,040,751,178;4,824;0; ; 
202401 a 202412;8301254968;MULTIMODAL LOGISTIC AGENCY SAS; ;669;0;     2,744,923,333;21,647;0; ; 
202401 a 202412;9006132912;SERVINCE COLOMBIA JP S.A.S; ;667;6;       941,393,474;4,437;0; ; 
202401 a 202412;9003963277;TRANSPORTES FLETX S.A.S, ; ;665;0;     3,157,264,580;22,135;0; ; 
202401 a 202412;9015412511;LOGÃSTICA DE CARGA MEJÃA S.A.S; ;663;662;         1,675,000;22,87;0; ; 
202401 a 202412;9016259764;TRANSPORTES VIAS 4G SAS; ;663;0;     3,252,144,947;12,612;0; ; 
202401 a 202412;9017492000;TRANSPORTES JAIMARI SAS; ;662;506;       136,466,615;2,64;0; ; 
202401 a 202412;9006494305;TRANZUL S.A.S; ;662;238;       816,954,110;10,276;0; ; 
202401 a 202412;8605316932;TRANSPORTES MAQUIPETROL S.A.S.; ;661;12;     1,663,150,000;14,705;0; ; 
202401 a 202412;9005327979;OPTIMUS TRANS SERVICES; ;661;272;       906,670,000;8,839;0; ; 
202401 a 202412;8600040238;RAPIDO GIGANTE S.A.S.; ;659;0;     1,164,895,601;1,514;19; ; 
202401 a 202412;9007390925;SENT INGENIERIA S.A.S; ;658;619;       164,340,000;2,754;0; ; 
202401 a 202412;9005111299;TRANSPORTES G C LOGISTICA S.A.S; ;658;0;       193,995,847;1,957;0; ; 
202401 a 202412;9005464975;DTB TRANSPORTES Y LOGISTICA S.A.S; ;655;0;     1,938,090,000;9,259;0; ; 
202401 a 202412;9002135136;LOGISTICA TRANSPORTADORA DE TULUA S.A.S.; ;652;0;     1,427,505,048;7,575;0; ; 
202401 a 202412;9004855331;TRANSPORTES Y SERVICIOS TYS OJ S.A.S; ;652;0;       636,355,986;6,902;11,39; ; 
202401 a 202412;9001472709;AHT ALL HEAVY TRANSPORT COLOMBIA S.A.S; ;649;1;     2,117,850,000;14,11;0; ; 
202401 a 202412;9016701231;TRANSCARIBE CARGA SAS; ;647;0;     2,117,080,000;8,872;0; ; 
202401 a 202412;9010753266;NACIONAL DE TRANSPORTE Y LOGISTICA DE COLOMBIA SAS ; ;647;6;       782,197,660;5,027;         1,705,620; ; 
202401 a 202412;8020222673;ICOTRANS LTDA; ;646;0;     2,081,945,697;16,775;0; ; 
202401 a 202412;9011124460;LOGISTICA Y TRANSPORTE TODO FRIO SAS; ;646;0;       503,377,020;1,421;0; ; 
202401 a 202412;9015806891;TRANSPORTES KING CARGA S.A.S; ;645;16;     1,912,810,000;9,108;0; ; 
202401 a 202412;9000135184;TRASTEOS Y TRANSPORTES TERRESTRES POR COLOMBIA LTDA; ;642;294;       585,759,950;1,77;0; ; 
202401 a 202412;8002254176;TRANSPORTE Y COMERCIO INTERNACIONAL LIMITADA EN REESTRUCTURACION; ;641;255;     1,788,196,000;16,507;0; ; 
202401 a 202412;9004656586;TRASLADAMOS S.A.S; ;639;418;       378,902,500;1,996;0; ; 
202401 a 202412;9014340904;SERVICIOS INDUSTRIALES F&F SAS  SERVINDUSTRIALES F&F S.A.S; ;638;22;     2,441,535,000;14,358;0; ; 
202401 a 202412;9011602817;LOGISTICA AL MINUTO S.A.S; ;637;0;     2,162,844,960;9,662;0; ; 
202401 a 202412;9004630327;TRANSPORTES MUDAMOS EXPRESS S.A.S.; ;636;361;       482,782,831;785;1,07; ; 
202401 a 202412;8001062227;AFOROS Y ENCOMIENDAS LTDA.; ;634;7;       423,850,000;914;0; ; 
202401 a 202412;8320062500;ROBERCARGA S.A.S.,; ;631;0;       591,397,659;4,98;600; ; 
202401 a 202412;9015051692;LOGÃSTICA EN TRANSPORTE NACIONAL DE CARGA Y BODEGAJE S.A.S. LOGISTIC TRANSCARBO; ;628;46;       431,228,178;1,182;0; ; 
202401 a 202412;8001490762;TRANSPORTES CIUDAD BONITA S.A.; ;626;0;       869,145,000;2,481;0; ; 
202401 a 202412;8000998051;COMPAÃ‘IA ENERGETICA DE TRANSPORTES S.A.S; ;626;172;     2,371,649,563;6,622;0; ; 
202401 a 202412;9010935251;LOGISTICA Y TRANSPORTES ABURRA NORTE S.A.S; ;625;6;     1,778,440,462;18,309;0; ; 
202401 a 202412;9012183824;ISTHO SAS; ;621;110;     1,673,251,127;13,247;0; ; 
202401 a 202412;8050194576;COOPERATIVA MULTIACTIVA UNIAGRO; ;618;2;     1,426,273,780;20,943;0; ; 
202401 a 202412;8002283630;TRANSPORTE DE PUERTO ASIS HONG KONG S.A.; ;618;4;     2,808,287,755;49;         5,890,896; ; 
202401 a 202412;9003271371;PRACARGO SERVICES S.A.S.; ;616;0;     1,728,295,000;5,389;0; ; 
202401 a 202412;9006637780;GRUAS LONDOÃ‘O S.A.S ; ;613;295;     1,511,900,000;6,547;433,8; ; 
202401 a 202412;9014066911;LCT LOGISTICA CARGA TERRESTRE S.A.S; ;612;31;       307,390,350;473;0; ; 
202401 a 202412;9015290863;TRANSCASABE LOGISTIC S.A.S.; ;612;0;     1,420,410,000;5,101;0; ; 
202401 a 202412;8300685069;TRANSPORTES NUEVO MUNDOS.A.S; ;612;0;       274,122,500;557;0; ; 
202401 a 202412;8300960605;FRANCARGA S.A.S.; ;612;556;0;2,994;0; ; 
202401 a 202412;8909151757;PANAMERICANA DE TRANSPORTES S.A.; ;609;0;     1,554,962,218;17,723;651,811; ; 
202401 a 202412;9016966661;MARQUESA EXPRESS S.A.S. ; ;608;0;       673,294,500;5,513;0; ; 
202401 a 202412;9007414250;TRANSPORTES SV SAS; ;607;0;       609,171,727;4,172;0; ; 
202401 a 202412;8002347921;FERRO S.A.S; ;606;455;       394,830,000;13,331;40,605; ; 
202401 a 202412;9017679580;INTEGRADOR DE TRANSPORTE COLABORATIVO  S.A.S; ;604;11;     1,475,211,209;4,434;0; ; 
202401 a 202412;9013927901;GRUPO EMPRESARIAL DAJE S.A.S.; ;604;0;     1,309,915,220;12,434;376; ; 
202401 a 202412;9006795437;GRUPO LOGISTICO TRANSMIGUEL S.A.S; ;604;398;       551,162,400;4,775;581,01; ; 
202401 a 202412;9008077481;ARSENIO PORRAS LINO S.A.S A.P.L ; ;603;9;       274,770,000;1,037;0; ; 
202401 a 202412;8300184605;NUEVA TRANSPORTADORA SIGLO 21 LIMITADA.; ;602;1;       997,210,000;6,749;0; ; 
202401 a 202412;9013632367;TRANSPORTES DE CARGA DEL SUR S..A.S; ;602;0;     1,806,818,934;0;         5,040,751; ; 
202401 a 202412;8460034955;TRANSPETROLEROS S.A.S; ;601;0;     2,528,311,358;0;         5,902,353; ; 
202401 a 202412;9003160256;MOVITRAM SAS; ;601;89;     3,770,234,000;12,28;0; ; 
202401 a 202412;9012719701;LOGISTICA INTEGRAL SG SAS; ;600;132;     1,220,786,982;5,42;0; ; 
202401 a 202412;9002194001;TRANSPORTE LOGISTICO C & G LTDA.; ;599;595;0;2,781;0; ; 
202401 a 202412;8300604319;LA MAYOR TRANSPORTADORA S.A.S; ;599;0;     2,799,358,000;11,524;0; ; 
202401 a 202412;9012903274;TRANSOTM SAS; ;598;17;     1,563,183,000;5,124;0; ; 
202401 a 202412;9012903781;TRANSFRIO FLOREZ SAS; ;593;0;     1,057,150,000;3,692;0; ; 
202401 a 202412;9010598388;TRANSPORTES GREEN CARGO SAS; ;593;0;       577,040,000;2,131;0; ; 
202401 a 202412;9007247174;SOLUCIONES LOGISTICAS EN TRANSPORTE DE COLOMBIA S.A.S; ;593;263;     1,228,112,300;19,723;0; ; 
202401 a 202412;8301182930;COMPAÃ‘IA TRANSPORTADORA DE NARIÃ‘O LTDA; ;591;0;       785,707,220;2,664;800; ; 
202401 a 202412;9012266632;ALIADOS ESTRATEGICOS EN TRANSPORTES Y SERVICIOS DEL LLANO S.A.S  TRANS AELLA S.A.S.; ;591;31;     1,330,864,627;0;         5,772,435; ; 
202401 a 202412;9001711631;TRANSEMCAR P.V. LTDA.; ;590;561;       150,290,730;20,017;0; ; 
202401 a 202412;9011835154;TRANSPORTES DE CARGA RINCON S.A.S; ;589;249;       499,529,960;2,404;0; ; 
202401 a 202412;9001627609;TRANSPORTES OLA S.A. ; ;587;529;        88,390,000;8,478;0; ; 
202401 a 202412;9014257476;TRANSPORTANDO EXPRESS S.A.S; ;586;0;     2,206,434,262;12,776;0; ; 
202401 a 202412;9001350051;GRUPO GENERADOR DE LOGISTICA MUNDIAL S.A.S. GRUPO GLM S.A.S.; ;586;132;       252,386,865;2,997;220,161; ; 
202401 a 202412;9011285548;TRANSPORTES REYES S.A.S.; ;585;0;        98,979,740;7;0; ; 
202401 a 202412;8305049363;FLOR EXPRESS S.A.S; ;584;0;       515,760,000;1,458;0; ; 
202401 a 202412;9008725590;TRANSPORTES NUEVA COLOMBIA S.A.S.; ;582;0;       949,977,500;3,32;0; ; 
202401 a 202412;9008454652;URBATRANS S.A.S; ;580;0;     1,214,703,390;7,395;         2,544,570; ; 
202401 a 202412;9002097484;INTEGRACION LOGISTICA BUJA CARGO LTDA.; ;578;0;       533,706,540;2,274;0; ; 
202401 a 202412;9002490162;COMERCIALIZADORA EL NUEVO MUNDO DEL RECICLAJE LTDA; ;578;489;       303,658,996;19,266;0; ; 
202401 a 202412;8130002987;SURENVIOS LTDA; ;578;401;        59,165,001;2,233;0; ; 
202401 a 202412;9007285380;TRANSPORTANDO KARS S.A.S. ; ;576;0;       627,383,775;269;0; ; 
202401 a 202412;9011871214;LOGISTICA CARGA INMEDIATA SAS; ;576;0;       730,431,386;3,714;0; ; 
202401 a 202412;9005318632;PROYECTOS Y TRANSPORTES INTERNACIONAL S.A.S.; ;575;0;     2,004,532,000;101;0; ; 
202401 a 202412;9004516625;TRANSPORTADORA DE VOLUMEN S.A.S; ;575;575;0;1,791;0; ; 
202401 a 202412;9007469888;MASTER CARGA EXPRESS S A S; ;574;0;       734,952,425;2,025;186; ; 
202401 a 202412;8002018340;CONSORCIO INDUSTRIAL TRANSPORTADOR S.A.S; ;572;0;       307,404,550;704;0; ; 
202401 a 202412;9004766465;TRASNCARGA RP S.A.S; ;570;0;     1,805,756,000;9,044;0; ; 
202401 a 202412;9012629948;TRANSPORTES Y SERVICIOS PORTILLO S.A.S T.S.P S.A.S; ;569;0;     1,456,214,575;7,364;973,045; ; 
202401 a 202412;9002777929;COLOMBIANA DE TRANSPORTES Y ENVIOS S.A.S; ;567;0;       335,573,711;701;0; ; 
202401 a 202412;9014313381;INTERURBANOS S.A.S ; ;564;0;       382,686,750;1,732;0; ; 
202401 a 202412;9007740608;TRANSPORTES Y MOVILIZACIONES NACIONALES S.A.S  - TYMONAL; ;564;0;     1,816,613,537;10,226;0; ; 
202401 a 202412;9007747408;TRANSPORTES AVIA S.A.S.; ;563;0;       764,751,000;1,181;1,5; ; 
202401 a 202412;9015752351;MI CARGA YA S.A.S.; ;561;0;     1,887,390,000;7,222;0; ; 
202401 a 202412;9014675749;TRAXXO S.A.S; ;560;271;     1,274,970,840;15,79;0; ; 
202401 a 202412;8130052410;INCINERADOS DEL HUILA S.A.S E.S.P ; ;559;87;       128,640,001;678;266,92; ; 
202401 a 202412;9004607993;TRANSPORTE Y LOGISTICA NACIONAL S.A.S.; ;557;0;       826,005,158;1,659;0; ; 
202401 a 202412;9004144542;TRANSPORTE DE LOS LLANOS DE CARGA SAS; ;555;0;     2,258,688,584;12,56;0; ; 
202401 a 202412;9004256560;TRANSPORTES A.R. S.A.S.; ;550;40;       959,133,238;2,246;0; ; 
202401 a 202412;9017767923;DITRANSPORTE S.A.S.; ;546;0;     2,194,290,000;10,088;0; ; 
202401 a 202412;8902094982;GRUPO ALIMENTICIO ALBA DEL FONCE SAS; ;546;7;       933,456,760;3,933;0; ; 
202401 a 202412;9013580733;SUMINISTROS Y TRANSPORTE LOGISTICS S.A.S; ;543;0;       390,464,496;5,43;0; ; 
202401 a 202412;9014963112;CARGA SOBRE RUEDAS S.A.S; ;543;0;       781,452,575;856;0; ; 
202401 a 202412;9002593478;CI ORGANIZACION LOGISTICA MULTIMODAL S.A.S.; ;542;0;     1,486,839,501;13,624;12,05; ; 
202401 a 202412;9009263462;TRANSPORTES CAMABAJA  EXPRESS SAS  ; ;541;488;        52,870,000;3,424;0; ; 
202401 a 202412;9005025136;TRANSPORTES INFANTAS S.A.S.,; ;540;63;     2,430,700,000;10,726;0; ; 
202401 a 202412;8000130291;TRANSPORTES LA ESTRELLA S.A.S.; ;540;538;         1,000,000;17,137;0; ; 
202401 a 202412;9001518584;LOGISTICA GUAVIARE S.A.S.; ;540;0;       501,943,338;2,426;0; ; 
202401 a 202412;9011741350;TRANSPORTE Y LOGISTICA INTERLI-QUIDOS S.A.S.  INTERLIQUIDOS S.A.S; ;539;0;     2,488,209,169;669;         4,994,630; ; 
202401 a 202412;8002017231;ROJAS TRASTEOS SERVICIO S.A.; ;539;0;       533,972,980;503;0; ; 
202401 a 202412;8301296797;COOPERATIVA DE LOGISTICA Y TRANSPORTE DE LOS ANDES; ;539;0;       449,647,680;2,399;0; ; 
202401 a 202412;9003400540;TRANSPORTES BAQUERO LTDA.; ;539;539;0;1,964;0; ; 
202401 a 202412;8301121025;GIAN CARGA LTDA.; ;538;0;       444,839,856;1,232;0; ; 
202401 a 202412;9000113687;TRANSPORTADORA LOGISTICA DE CARGA TLC S.A.; ;536;64;     2,925,586,536;18,227;0; ; 
202401 a 202412;9004243436;TRANSPORTADORA GUACHIRIA S.A.S; ;536;0;       493,233,923;7,224;0; ; 
202401 a 202412;8000582926;SOLUCIONES INTEGRALES DE TRANSPORTE LTDA; ;535;385;       170,390,000;12,369;0; ; 
202401 a 202412;9015767212;ON SITE LOGISTICS S.A.S; ;535;77;       210,092,000;1,014;0; ; 
202401 a 202412;9013379601;TRANSPORTE Y LOGISTICA UBATE  S.A.S; ;534;0;     1,977,504,840;18,096;0; ; 
202401 a 202412;9003822681;PLANET CARGO OPERADOR LOGISTICO S.A.S.; ;534;0;     1,276,595,000;2,857;0; ; 
202401 a 202412;9000899610;TRANSPORTE LOGISTICO CON CALIDAD S.A.S; ;533;533;0;15,971;707,6; ; 
202401 a 202412;8902065170;ORIENTAL DE TRANSPORTES S.A.; ;532;0;       939,939,069;0;         3,723,308; ; 
202401 a 202412;9015821185;TRANSPORTES Y SOLUCIONES M C S.A.S ; ;532;0;     1,199,225,000;4,685;0; ; 
202401 a 202412;8300915936;TRANSPORTES FULCRO SAS; ;532;0;       677,990,000;500;0; ; 
202401 a 202412;8300871651;PRONTERRESTRE S.A.; ;531;62;     2,582,862,995;15,203;0; ; 
202401 a 202412;9017195956;LOGISTICA EXPRESS DE CARGA SAS; ;529;57;     3,798,619,409;14,369;0; ; 
202401 a 202412;8605102757;COLOMBIANA COORDINADORA DE CARGA LTDA; ;527;0;       436,145,000;1,037;0; ; 
202401 a 202412;8301236893;LOGISTICA EN MOVIMIENTO TRANSPORTADORA S.A.S; ;527;26;       750,210,000;1,181;0; ; 
202401 a 202412;9013779548;QUEEN LOGISTICS S.A.S.; ;527;2;       285,564,503;867;0; ; 
202401 a 202412;8110359039;TRANSATELITAL S.A.S.; ;527;0;       771,917,694;2,971;0; ; 
202401 a 202412;9010726077;CARGOLOGISTICA S.A.S. ; ;522;0;       672,970,000;2,637;0; ; 
202401 a 202412;9005261968;TRANSPORTE ARDILA S.A.S; ;521;0;     2,325,260,000;15,175;0; ; 
202401 a 202412;9013172282;GRUPO FRAMI S.A.S.; ;518;0;     1,928,308,839;11,754;0; ; 
202401 a 202412;9000654039;MOVIENTREGAS S.A.S; ;517;0;       421,260,000;2,13;0; ; 
202401 a 202412;9005758008;PONY CARGA MAQ S.A.S; ;517;83;       437,061,419;13,609;0; ; 
202401 a 202412;8000798688;INVERSIONES MACIAS AZUERO Y CIA. S. EN C.; ;513;0;       547,628,270;17,647;0; ; 
202401 a 202412;9008677961;SERVICIOS LOGÃSTICOS  SLC S.A.S; ;511;0;       137,704,000;2,979;0; ; 
202401 a 202412;9011064348;COORDINADORA NACIONAL DEL VALLE S.A.S ; ;511;0;       414,043,000;1,362;0; ; 
202401 a 202412;8140011568;INTERMODAL ANDINA DE TRANSPORTE SAS; ;510;0;       424,064,138;795;0; ; 
202401 a 202412;9017304651;TRANSPORTES Y LOGISTICA LA FORTUNA SAS; ;508;0;     2,181,640,838;16,491;0; ; 
202401 a 202412;8000644593;MOVILIZADORA ANDINA LTDA; ;507;0;       458,560,000;2,796;0; ; 
202401 a 202412;8110307054;TRANSPORTES ESPECIALES PARA EVENTOS Y TURISMO Y CIA. LTDA.; ;502;432;         1,190,000;470;0; ; 
202401 a 202412;9012451704;TRANSPORTADORA NACIONAL MEGA CARGAS S.A.S; ;500;312;       453,036,491;7,478;0; ; 
